model_year,make,model,body_style,transmission_type,vin,state,condition,mileage,color,interior,seller,market_value,selling_price,sale_date
2011,BMW,3 Series,Sedan,Manual,V4SRGXM1CR9XMEDLM,NY,59,200867,Gray,Brown,Enterprise Fleet Management,3273,3104,2025-12-15
2017,Chevrolet,Silverado 1500,Truck,Manual,YNTE4LSMKCBZDPJFU,NV,72,85872,White,Black,Lithia Motors,10773,10351,2026-03-02
2026,Tesla,Model 3,Sedan,Automatic,LUEKM4Z3X41F0A455,SC,85,100,White,Black,Financial Services Remarketing,44803,42506,2026-01-19
2023,Toyota,Highlander,SUV,Automatic,AB2YHE8JUJ3YE8FG9,WI,81,27381,Black,Gray,TDAF Remarketing,31423,32540,2026-01-10
2001,Chrysler,300,Sedan,Manual,R9BBYB7ZVZ7Z6ZWRP,NM,17,340614,Gold,Gray,CarMax,597,610,2025-12-28
2023,Rivian,R1T,Truck,Automatic,A8N9TV087A4GG6D1S,OH,77,25795,Brown,Gray,Vroom,53271,51890,2026-03-01
2017,Chevrolet,Malibu,Sedan,Automatic,9AYVSRB96MR1YUYFY,NM,63,44710,Beige,Tan,Vroom,6259,6653,2026-02-01
2001,Am General,M1097A,Truck,Automatic,HCYXAA6F2621PNMEM,WA,24,337753,Brown,White,Enterprise Fleet Management,490,505,2026-01-28
2018,Honda,Pilot,SUV,Automatic,ZNURU0BHTDW5YPFYH,TX,55,80990,Red,Tan,Penske Automotive,9148,9874,2026-02-19
2022,Mercedes-Benz,C-Class,Sedan,Manual,59JRPDFZ2EHMPY2EG,MA,90,48782,Green,Red,Vroom,35219,34306,2026-02-09
2023,Lucid,Air,Sedan,Automatic,HVSE9P6M90N0LCU02,AZ,84,40972,Silver,White,Hendrick Automotive,64495,64100,2026-02-03
2019,Chevrolet,Blazer,SUV,Automatic,TMM1G8KCL23U8TF6S,KY,100,112282,Beige,White,Nissan-Infiniti LT,11944,11348,2025-12-29
2016,Nissan,Sentra,Sedan,Automatic,VK11EY2WK3F3219YM,KS,44,160428,Black,Red,Carvana,1905,2018,2026-01-28
2017,BMW,3 Series,Sedan,Automatic,AJXB6305RYK0GFDN8,MN,66,91888,Green,Beige,Lithia Motors,9631,10389,2025-12-12
2021,Nissan,Altima,Sedan,Manual,GGJS7HKK87VS6G8PH,MN,78,59360,Black,Brown,Financial Services Remarketing,14090,13155,2026-01-02
2006,Volkswagen,Passat,Sedan,Manual,81EHYXEFJYVJRN1A6,WI,25,250475,Red,Tan,Hendrick Automotive,915,891,2025-12-24
2006,Dodge,Challenger,Sedan,Automatic,Y3HYTANW2SXN7CJSG,AZ,43,197543,Silver,Red,CarMax,2216,2352,2025-12-14
2019,Volkswagen,Jetta,Sedan,Automatic,X0CUYZCTXC3FWSYBR,GA,71,46728,Black,Red,Nissan-Infiniti LT,8715,9295,2026-01-24
2022,Hyundai,Elantra,Sedan,Automatic,UY20T8CKB8DU1LUSF,NJ,83,47781,Green,Gray,Financial Services Remarketing,15168,15728,2026-01-16
2020,Mercedes-Benz,C-Class,Sedan,Automatic,VZ6DVM18ZTNNG3F29,GA,69,71100,Red,White,Sonic Automotive,19052,17711,2026-01-01
2023,Subaru,Forester,SUV,Manual,DXBT7WJDD2ZH4K952,IL,100,27362,Gold,Red,AutoNation,28937,27684,2026-01-25
2019,Chevrolet,Cruze,Sedan,Manual,JNA2P8EEDF67AFHER,SC,75,91852,Brown,Tan,Carvana,6368,6098,2025-12-29
2020,Jeep,Compass,SUV,Automatic,MPJ0AXPF6UHC2E6AP,KY,86,105313,Gold,Brown,TDAF Remarketing,10837,11529,2025-12-13
2015,Kaiser,M54,Truck,Automatic,8AGJYSSB1LS9J43P0,OH,74,134923,Green,Brown,TDAF Remarketing,2384,2349,2025-12-30
2021,Rivian,R1S,SUV,Automatic,EK0W16PWG2ZP4GLSR,VA,69,55641,Gray,Red,TDAF Remarketing,36719,38189,2026-02-04
2006,Ford,Explorer,SUV,Automatic,4PUGNX7042E5M17JG,WA,36,218328,Black,White,DriveTime,2025,2161,2026-01-06
2020,Honda,Civic,Sedan,Manual,EV09MG52SSMFJA6RM,UT,70,74817,Green,Beige,Sonic Automotive,9485,9878,2026-01-08
2018,Hyundai,Santa Fe,SUV,Automatic,V4NN0RK5YWG5WLY17,TN,63,138571,Gold,Gray,Penske Automotive,6248,5863,2025-12-23
2016,Chrysler,300,Sedan,Automatic,2PR12YBME27G0VJ5A,WA,71,139959,Gold,Gray,Lithia Motors,5802,6167,2026-01-19
2021,Rivian,R1T,Truck,Automatic,EE49FBHEBFDJ07N06,NM,92,62280,Red,Red,Santander Consumer USA,43109,40322,2026-02-14
2018,Tesla,Model 3,Sedan,Automatic,8JKNMBSS4PBKKFYJ2,NC,61,74919,Gray,Beige,Sonic Automotive,10098,9898,2026-01-30
2024,Hyundai,Tucson,SUV,Automatic,AE8HKSWH2CP2U3ZZK,UT,99,23039,Brown,Brown,Santander Consumer USA,28478,28343,2026-02-08
2015,Kaiser,M54,Truck,Automatic,7JJ2WSBUV97MDVGLT,TX,56,123371,White,Tan,Crankyanky Auto,1745,1693,2026-01-07
2026,Volkswagen,Tiguan,SUV,Automatic,2STR6NCZZP0YFK723,KS,70,100,Beige,Red,Sonic Automotive,30551,28993,2025-12-15
2017,Tesla,Model 3,Sedan,Automatic,CR7GYC57P9WXA8WCU,MD,50,107178,Beige,Brown,Avis Corporation,5894,6175,2026-02-08
2020,Am General,M1097A,Truck,Automatic,XSPTW8LM6Z95JSMNV,CO,68,62947,Silver,Gray,Sonic Automotive,7575,7505,2026-01-17
2026,Kia,Optima,Sedan,Manual,WZVJV6J0CM2AC8U7A,CO,74,214,Green,White,Lithia Motors,25475,23958,2026-02-07
2024,Hyundai,Elantra,Sedan,Automatic,VZDXJGU5BR6LBCVGW,SC,96,26158,Blue,Black,Nissan-Infiniti LT,22084,22638,2026-01-19
2018,Hyundai,Sonata,Sedan,Automatic,J6VP3G4W23SU9CXA4,KS,59,58985,Brown,Brown,Sonic Automotive,6689,6484,2026-02-15
2025,Chrysler,300,Sedan,Manual,C06EDCGSSZHYJ1VYB,MO,96,12950,Gold,Brown,CarMax,38512,40140,2026-01-30
2023,Hyundai,Santa Fe,SUV,Automatic,BELACC9G4RDA6602K,UT,72,20362,Green,Black,Enterprise Fleet Management,23696,23623,2026-01-02
2021,Lucid,Air,Sedan,Automatic,LF2VEJ65SELBPP1EZ,VA,73,32208,Gray,White,Hertz Remarketing,46176,47293,2025-12-14
2020,Chevrolet,Blazer,SUV,Automatic,WHSE66SMGJRJGY5TL,KY,73,81199,Green,Tan,TDAF Remarketing,13768,13588,2026-02-24
2026,Dodge,Ram 2500,Truck,Automatic,3W9FD1PP0L6KC4FU6,MN,94,495,Black,Gray,CarMax,67905,66801,2025-12-13
2020,Hyundai,Tucson,SUV,Manual,8UND2DZX9SEK8C1KX,MD,73,51438,Red,Black,Wells Fargo Dealer Services,12611,11771,2026-02-24
2016,Am General,M1097A,Truck,Automatic,VDF3L5UFG9YVC0B2M,UT,63,37793,Green,Beige,Penske Automotive,4098,4157,2025-12-31
2019,Chevrolet,Suburban,SUV,Manual,MS4PYBPEWRD66WMNM,CA,80,119396,Red,Beige,TDAF Remarketing,15046,14648,2025-12-02
2017,Volkswagen,Jetta,Sedan,Manual,4RAMDBJ2TLPCXEFSY,NM,67,137741,Gold,Beige,Santander Consumer USA,4052,4242,2026-01-05
2023,Dodge,Ram,Truck,Automatic,VE27D7UKKWY55LJLC,FL,87,34254,Brown,Tan,Avis Corporation,26405,24631,2026-02-07
2013,Nissan,Rogue,SUV,Automatic,R6KDFZNYVMHSUHZGZ,NC,56,161779,Gold,Gray,Enterprise Fleet Management,2614,2602,2026-01-06
2013,Kia,Sportage,SUV,Manual,FVFDJNTJD7F243HBM,IN,57,169011,Brown,Brown,Vroom,2574,2627,2026-02-09
2017,Hyundai,Tucson,SUV,Automatic,1RCN8UPCH1ZDKZEEK,NM,47,100227,Black,White,Penske Automotive,4252,4511,2026-02-09
2022,Am General,M1097A,Truck,Manual,V2A3XTAWYX48YDKX3,IL,76,50600,Red,White,Sonic Automotive,10804,10974,2026-01-17
2020,Am General,M1097A,Truck,Manual,E5PKTATWKLUM73YF5,CO,72,73807,White,Tan,Wells Fargo Dealer Services,7772,8114,2025-12-19
2026,Jeep,Wrangler,SUV,Automatic,EYDLNNUBZVW0W0AYS,CA,88,100,Gold,Beige,Hendrick Automotive,48692,48347,2026-01-26
2026,Ford,Maverick,Truck,Automatic,J6TGPM5HPFXTHF3SC,PA,100,372,Black,Brown,Lithia Motors,32997,32712,2026-01-21
2020,Nissan,Altima,Sedan,Manual,LBKCNV8DLH5JYRK64,OR,74,40987,Green,Tan,Santander Consumer USA,13162,12898,2025-12-29
2020,Subaru,Crosstrek,SUV,Automatic,WEAP0GT07P4JTU5DD,KS,66,78744,Brown,Gray,Wells Fargo Dealer Services,9776,9745,2025-12-31
2025,Am General,M1097A,Truck,Automatic,KRU7RERB0SP59CMLN,NC,87,10347,Gold,White,Shift,19544,18766,2026-01-04
2022,BMW,5 Series,Sedan,Automatic,1T8Y04T9KCWT6DMN2,WA,77,25525,Silver,Red,Carvana,39584,38152,2025-12-09
2023,Rivian,R1S,SUV,Automatic,U7V1YY29YP1VRLSYZ,IN,81,31090,Green,Beige,Crankyanky Auto,55958,57254,2025-12-11
2020,Toyota,Tundra,Truck,Automatic,XB0W6TVNP9CTCDWSJ,WA,71,84879,White,Beige,Ford Motor Credit Company,14782,15459,2026-02-10
2021,Toyota,Camry,Sedan,Automatic,C9KX2C2CJW6JYEAXC,MN,85,38199,Blue,Gray,AutoNation,16654,16967,2026-01-13
2020,Jeep,Grand Cherokee,SUV,Automatic,PV1H8EMKB2W9S4PUN,OH,72,84571,Gold,Tan,Hendrick Automotive,17268,17894,2026-01-19
2016,Kia,Sportage,SUV,Automatic,LSTR4A0ELYEHUUC1L,MD,60,135122,Silver,Black,Enterprise Fleet Management,4379,4199,2025-12-29
2022,Dodge,Ram,Truck,Automatic,0P51AKDE39MGYF48V,WI,97,35314,White,Gray,Financial Services Remarketing,28312,26626,2026-01-10
2026,Rivian,R1S,SUV,Automatic,P8B7GVCER9KS6989L,CA,100,378,Red,Beige,Hendrick Automotive,99840,102676,2026-01-01
2011,Kaiser,M54,Truck,Automatic,GN2YWL1W2K1XSF26N,NC,51,289100,Red,Tan,AutoNation,460,464,2025-12-28
2025,Kia,Sorento,SUV,Automatic,9Y68HY194Z20DZ55S,KS,84,14808,Gold,Tan,Sonic Automotive,31391,31086,2025-12-02
2020,Hyundai,Sonata,Sedan,Automatic,X39HBGDL8AEVP5U1G,MD,69,85005,White,Black,Crankyanky Auto,10132,10345,2025-12-29
2022,Subaru,Forester,SUV,Automatic,EGL9708XKV8NC7KWK,NV,71,51121,Red,White,Vroom,16761,16330,2025-12-13
2023,Tesla,Model Y,SUV,Automatic,BPKWWHEL56E1Z6RWP,OH,87,33387,Beige,White,DriveTime,37148,36406,2026-02-18
2016,BMW,3 Series,Sedan,Automatic,06Y74SSKJC9GH23NP,CA,63,70468,Beige,Beige,Enterprise Fleet Management,9365,9033,2026-01-29
2023,Subaru,Outback,Wagon,Automatic,YADP4AHNR3YLM2HFE,MO,88,28504,Brown,Red,Enterprise Fleet Management,27107,26295,2026-03-01
2015,Hyundai,Sonata,Sedan,Automatic,BDVSX8UKN8Z0Z2KBK,NV,47,124467,Red,Red,CarMax,2829,2692,2026-02-15
2016,Kaiser,M54,Truck,Automatic,7ESFA63JAEGTGUXZY,PA,60,119036,Beige,White,Nissan-Infiniti LT,2232,2210,2026-01-10
2018,Nissan,Rogue,SUV,Automatic,7Y6M0Y12EZ7S0K4KB,NM,81,78899,Black,Beige,AutoNation,9068,9222,2026-03-02
2020,Mercedes-Benz,E-Class,Sedan,Automatic,YRG6AMHF28N04MAF5,WI,59,111375,Blue,Tan,Nissan-Infiniti LT,16441,16220,2025-12-29
2025,BMW,5 Series,Sedan,Automatic,NPBWZZ33J02UP75TC,GA,73,10425,Black,Black,Avis Corporation,51691,47826,2025-12-24
2018,Mercedes-Benz,C-Class,Sedan,Automatic,WT8L8RLDR297FWCCP,NJ,69,63384,Beige,Brown,Sonic Automotive,13604,14195,2026-01-22
2023,Rivian,R1S,SUV,Automatic,GSTXENSPMRT4XEY31,IN,70,32402,Silver,Beige,Shift,50073,53922,2026-02-28
2016,Chevrolet,Blazer,SUV,Automatic,TDE044UNXV4LU5G64,NY,52,148650,Black,White,Santander Consumer USA,3826,3794,2026-01-03
2004,Nissan,Pathfinder,SUV,Automatic,03R908J7W8KYV9N9H,UT,37,375691,Gray,Red,DriveTime,958,883,2026-02-26
2026,Dodge,Durango,SUV,Automatic,AR8K3SA2Z915PJCS2,IL,82,100,Green,Red,DriveTime,43641,41400,2025-12-24
2023,Chrysler,300,Sedan,Manual,V86U0SZ76HHYGV4T9,MD,91,24346,White,Brown,Crankyanky Auto,30640,31746,2026-01-13
2022,Rivian,R1T,Truck,Automatic,MUG3VYRS14T7K5T5J,WA,100,37545,Brown,Black,CarMax,57214,58476,2026-01-11
2007,Volkswagen,Passat,Sedan,Automatic,FXD87LAV9MMM7F7F0,MI,28,279636,Black,Brown,TDAF Remarketing,741,786,2026-01-03
2021,Lucid,Air,Sedan,Automatic,SW73H3GKVERWBJ97L,FL,84,54906,Beige,Black,Ford Motor Credit Company,45479,43933,2026-01-29
2017,Kaiser,M54,Truck,Manual,ZMAD7S7V1DLZ74P03,MN,58,78994,Black,Tan,Sonic Automotive,2879,2880,2026-02-12
2023,Kia,Soul,Wagon,Manual,TWZCK6KJNV92J46YL,KY,83,34163,Black,Beige,Avis Corporation,16548,17556,2026-01-10
2021,Lucid,Air,Sedan,Automatic,6XRB486UD2W4B7BYA,WI,63,46272,Brown,White,Penske Automotive,35586,34155,2025-12-03
2015,Hyundai,Tucson,SUV,Automatic,7MHHD56VFWEBHHM35,MO,65,112352,White,Red,Santander Consumer USA,4588,4588,2025-12-31
2023,Subaru,Outback,Wagon,Automatic,V5SA8A0DNDHRV37WV,SC,69,40651,Silver,White,TDAF Remarketing,21820,21946,2025-12-29
2021,Kia,Soul,Wagon,Automatic,YWN317GFYC6PR93SG,WA,55,76796,White,White,Hendrick Automotive,6942,6571,2025-12-09
2023,Rivian,R1S,SUV,Automatic,GWNKC08N1V1GNY3BX,TN,86,39646,Brown,Red,Vroom,59833,56057,2025-12-30
2023,BMW,5 Series,Sedan,Automatic,35VVSNAJFLY77NV6X,IL,83,37991,Black,Tan,Avis Corporation,45163,47725,2025-12-23
2024,Chevrolet,Traverse,SUV,Automatic,SPM6NER070FBD106G,OH,77,34923,Brown,Beige,Sonic Automotive,25586,25303,2026-02-01
2018,Subaru,Crosstrek,SUV,Automatic,AN63B4TD7SLBCF707,MO,58,91642,Gold,Gray,Avis Corporation,5797,5544,2026-02-20
2022,BMW,X5,SUV,Automatic,VNUH5RL9EB1HF0JDY,SC,80,37398,Beige,Black,Financial Services Remarketing,43312,40078,2026-01-03
2011,Chrysler,300,Sedan,Manual,L5DAEVLFWYZP3KX7R,WA,46,181860,Black,Beige,Sonic Automotive,1958,1888,2026-02-11
2025,Ford,Maverick,Truck,Automatic,J9S27KC56D1HSZLJD,KY,86,11956,Blue,Brown,Ford Motor Credit Company,23396,24839,2026-01-15
2015,Mercedes-Benz,GLC,SUV,Automatic,K8KHL2U6RNKZXRA6S,MA,58,79407,White,Black,Hertz Remarketing,8560,8931,2026-01-30
2001,Ford,Focus,Sedan,Manual,MFTDV38D8DF01ZYVJ,TX,19,252331,Brown,Beige,DriveTime,669,692,2026-01-23
2022,Hyundai,Tucson,SUV,Automatic,1NY4DRNF1LXUNMD59,TX,64,66992,Gold,Tan,Hendrick Automotive,13573,12633,2026-01-31
2025,Nissan,Pathfinder,SUV,Automatic,AF31EYRVD8FHD08DN,MN,79,13332,Brown,Gray,AutoNation,35127,35708,2026-01-25
2017,Dodge,Charger,Sedan,Automatic,PH799Y4PWNP3L61FG,MA,67,115305,Beige,Brown,CarMax,6654,6158,2026-01-06
2018,Am General,M1097A,Truck,Automatic,UBTZTZ2MDRUPS0LWR,WI,77,149824,Beige,Beige,DriveTime,3920,4050,2026-02-07
2019,Chevrolet,Cruze,Sedan,Automatic,A7BUKACCB1FZLS17R,PA,59,60646,Brown,Beige,AutoNation,6029,6364,2025-12-16
2018,Honda,HR-V,SUV,Automatic,X60VFSFYYAWUDEF56,WA,73,91143,Green,Black,Avis Corporation,6516,6228,2025-12-10
2025,Mercedes-Benz,E-Class,Sedan,Automatic,NAV7FXMR6PHHJVSL5,TN,86,9874,Red,Red,TDAF Remarketing,63575,63281,2026-02-19
2016,BMW,3 Series,Sedan,Automatic,Y9D1T022FBVTJX09U,NM,58,198318,Gray,Black,TDAF Remarketing,4043,4228,2026-01-18
2026,Kaiser,M54,Truck,Automatic,LD6BRH93LLBGZK4B2,MN,100,331,White,Black,Nissan-Infiniti LT,19744,19051,2026-01-02
2015,Toyota,Sienna,Minivan,Automatic,MF46FCGT47YPSWVWD,TX,50,167324,Red,Tan,Enterprise Fleet Management,3168,3084,2026-01-21
2018,Chrysler,300,Sedan,Automatic,T4DSSU0JCXN9VFFEC,NC,80,97267,Brown,Tan,DriveTime,9851,10147,2026-01-24
2024,Nissan,Sentra,Sedan,Automatic,MTG3WZF886U1TLLS4,PA,77,16274,Red,Brown,Wells Fargo Dealer Services,17999,18656,2025-12-04
2001,Ford,Expedition,SUV,Automatic,F9DH1JNMJE1AHUBH5,NV,21,385861,Blue,Beige,Nissan-Infiniti LT,856,881,2026-02-25
2020,Mercedes-Benz,C-Class,Sedan,Automatic,TEZHMYPZ9THYNTX8W,CA,72,69479,Gray,Brown,Crankyanky Auto,18832,18891,2026-02-14
2026,Kaiser,M54,Truck,Automatic,3YC47MNCHZBG7EYDL,PA,95,412,White,Gray,TDAF Remarketing,18494,18704,2026-01-26
2026,Am General,M1097A,Truck,Automatic,Y45V8G3CXL37L108U,WA,89,206,Black,Red,Lithia Motors,23687,25241,2026-02-01
2025,Toyota,Prius,Hatchback,Manual,SXR1GN6CVS4X9XVBT,UT,81,13688,Green,White,Shift,26145,25320,2026-02-20
2024,Chrysler,300,Sedan,Automatic,JCJUGWVDJJ2TLSSUB,CA,93,20726,Gray,Brown,Hendrick Automotive,31500,33576,2025-12-24
2020,Nissan,Pathfinder,SUV,Manual,92U7L38V72M7EREC7,CO,69,77092,Gold,Tan,Shift,14721,15578,2026-01-10
2022,Nissan,Rogue,SUV,Manual,N1L32Y68NKE71YFXX,OR,64,54545,Gray,Beige,CarMax,14419,13654,2025-12-07
2020,Honda,Odyssey,Minivan,Automatic,N53X73H498XDGXMY1,MD,78,53510,Green,Red,DriveTime,18022,17033,2025-12-10
2023,Mercedes-Benz,GLC,SUV,Manual,8J3XEE3PVWFDPEHTF,VA,85,38521,Beige,Red,Nissan-Infiniti LT,41382,42443,2026-01-21
2020,Toyota,Tundra,Truck,Automatic,1CVU78VHH7RYRRHK3,GA,71,35853,Black,Red,Nissan-Infiniti LT,17398,17911,2026-02-16
2024,Nissan,Altima,Sedan,Automatic,HHGN6R30BWPRY5YTS,SC,67,10497,Green,Red,Sonic Automotive,19463,21015,2026-02-01
2023,Dodge,Ram,Truck,Manual,DZ6S59CJLAWD46WH1,NV,82,36247,Silver,Brown,Hertz Remarketing,26295,25022,2026-02-05
2024,Subaru,Crosstrek,SUV,Automatic,PZC6R7GG5MSD6J24P,WI,86,28248,Brown,Tan,Shift,22464,20855,2025-12-27
2016,Kia,Optima,Sedan,Automatic,D4VY4R2FLWXSJ7TED,UT,71,148631,Gold,Tan,Penske Automotive,3980,3754,2026-02-14
2021,Ford,Ranger,Truck,Automatic,VP2KVZ75SXHL7P9VU,VA,95,68867,Brown,Brown,Hertz Remarketing,20701,19091,2026-03-02
2016,Ford,Focus,Sedan,Automatic,9KS2KRA66P5U8G4NL,TX,47,75919,White,Black,Penske Automotive,3213,3457,2025-12-24
2014,Chevrolet,Silverado 1500,Truck,Automatic,2HPB65J9S1NCZEKPF,MO,44,172876,Black,Gray,Nissan-Infiniti LT,3196,3385,2025-12-21
2016,Ford,Fusion,Sedan,Automatic,PU6ERR1154LBEX94B,NY,79,174197,White,Red,Crankyanky Auto,4083,3807,2026-01-27
2005,Kaiser,M54,Truck,Automatic,FEJNMCZ1UKC373DBZ,IL,35,224253,White,Red,Hendrick Automotive,769,771,2026-01-26
2023,Jeep,Wrangler,SUV,Manual,NDAXP2YYEHXADMV7L,MN,85,45196,Red,Red,Avis Corporation,28952,28624,2025-12-29
2023,Rivian,R1S,SUV,Automatic,051LFBVKPVHW7EBVV,WI,69,36379,Green,Red,Penske Automotive,47856,47542,2025-12-10
2016,Mercedes-Benz,GLE,SUV,Automatic,W5UJ02ZTZVYXUKP2F,FL,42,132193,Beige,Gray,Sonic Automotive,6900,7041,2026-01-21
2024,Chrysler,Pacifica,Minivan,Automatic,C3BJ0VJ1MXXWSJ8M7,KS,66,16378,Gray,Red,Wells Fargo Dealer Services,26080,26621,2026-01-04
2023,Chrysler,Pacifica,Minivan,Manual,ZBK7RBRAR3LX73NYR,NY,84,41843,White,Gray,Hendrick Automotive,29802,28965,2026-03-01
2014,Subaru,Forester,SUV,Automatic,1G9NW3TX9LWUEVAVR,NM,56,148253,Green,Red,Penske Automotive,3055,2904,2026-01-13
2019,Am General,M1097A,Truck,Automatic,AW06Z5VKBZFEET8FG,MI,77,116997,Gray,White,Santander Consumer USA,4915,4781,2025-12-31
2015,Subaru,Outback,Wagon,Automatic,75348YN601E595E6C,MN,59,114068,Gray,Tan,Hendrick Automotive,4603,4497,2026-02-03
2023,Lucid,Air,Sedan,Automatic,5T4G6ZZ0DWEE8Z8L4,UT,84,42012,Beige,Gray,AutoNation,60926,62611,2025-12-16
2019,Dodge,Challenger,Sedan,Automatic,VEFD2GAPB2MR3RAU5,IN,71,62046,Green,Beige,CarMax,10769,10422,2026-02-24
2020,Hyundai,Tucson,SUV,Manual,B5P6EHYNJTWHEJS78,WA,74,80885,Beige,Tan,Shift,11102,11977,2025-12-03
2023,Subaru,Crosstrek,SUV,Manual,89MZCF3WXB1WDAPZB,CA,86,44259,Beige,Beige,Hendrick Automotive,21335,19822,2026-01-22
2020,Am General,M1097A,Truck,Automatic,3E21J7F5370RNF06L,MO,72,47759,Black,Gray,Sonic Automotive,9100,8824,2025-12-27
2026,Volkswagen,Jetta,Sedan,Manual,JF9NCYA4VF61R3BB4,TN,69,182,Red,Gray,Hertz Remarketing,21930,23437,2025-12-04
2004,Subaru,Outback,Wagon,Automatic,5WU50NT5CNZPLMATH,IN,23,328890,White,Beige,Hendrick Automotive,702,732,2025-12-21
2021,Mercedes-Benz,C-Class,Sedan,Automatic,XVBHE7PT6C8GL0RJE,WA,77,80030,Brown,Black,Hertz Remarketing,21749,21566,2025-12-02
2022,Mercedes-Benz,GLC,SUV,Automatic,B5W1W22LR175NA4BB,KY,79,19517,Black,Brown,Carvana,38198,38560,2026-02-02
2018,Am General,M1097A,Truck,Automatic,H7R58PJ37WGDS3YXL,GA,64,90586,Red,Beige,Avis Corporation,4353,4119,2026-02-26
2018,Hyundai,Elantra,Sedan,Automatic,0SBMUKJWF5BXW03L1,NC,75,59327,Green,Beige,Nissan-Infiniti LT,7294,7299,2026-01-08
2011,Kia,Sportage,SUV,Automatic,14ZG9JXGT9W1BAFH1,NY,56,174207,Red,Beige,Crankyanky Auto,2318,2349,2026-01-29
2017,Tesla,Model S,Sedan,Automatic,PAW7HZXHZK78JV90J,PA,90,98997,White,Beige,Nissan-Infiniti LT,24092,24739,2025-12-13
2023,Lucid,Air,Sedan,Automatic,P3N6WWGEVEJSWEJEV,NV,71,44292,Gray,Brown,Crankyanky Auto,49662,51874,2025-12-29
2023,Dodge,Ram 2500,Truck,Automatic,YH5R7662E13JFSY90,NV,86,34277,Green,Black,Crankyanky Auto,42594,41860,2026-02-18
2002,Chevrolet,Suburban,SUV,Automatic,JWNS6792CJ7DF5HAS,MD,21,291948,Black,Gray,Hertz Remarketing,1477,1383,2026-02-12
2026,Dodge,Durango,SUV,Automatic,CY6LV2L0DT74CTW98,KS,72,375,Blue,Gray,Vroom,37813,39734,2025-12-06
2015,Hyundai,Elantra,Sedan,Automatic,MMXZWD0458NB4ZU94,KS,53,115146,Blue,Beige,TDAF Remarketing,2900,2681,2025-12-11
2012,Hyundai,Sonata,Sedan,Manual,3MY1PL19LZL389FMZ,SC,53,161111,Brown,Red,Avis Corporation,1892,1813,2025-12-13
2022,Tesla,Model X,SUV,Automatic,TFME9M8UB2313MTXD,MD,97,52327,Black,Tan,Lithia Motors,70421,66292,2026-02-17
2023,Nissan,Pathfinder,SUV,Automatic,A1TZDSR5SH6T54USP,KY,89,43261,Gray,Tan,Lithia Motors,29456,27362,2025-12-06
2020,Am General,M1097A,Truck,Manual,JC00YDYCRTD6JBMFF,AZ,70,82904,Gold,Red,Hertz Remarketing,6863,6921,2025-12-02
2021,Kia,Sorento,SUV,Automatic,W71W5C7F297EP6RRE,MN,67,68476,Green,White,Nissan-Infiniti LT,14215,14003,2026-01-16
2020,BMW,5 Series,Sedan,Automatic,YYP6DED2ZRCT7AB6U,MO,75,58342,Red,Beige,Hendrick Automotive,26695,25193,2026-03-01
2026,Kia,Sportage,SUV,Automatic,UA671LZWD7UGXW838,MN,90,100,Green,Black,Shift,37417,39956,2025-12-22
2021,Hyundai,Santa Fe,SUV,Automatic,0XXFK8ESB95WCT79J,PA,71,58948,Gray,Beige,Financial Services Remarketing,16436,16520,2026-01-02
2012,Toyota,RAV4,SUV,Manual,TWPLHMLHGRY6E702Z,MO,57,174990,Gray,White,CarMax,2323,2355,2025-12-13
2025,Kia,Sportage,SUV,Automatic,HMPELKA4JDNC8RHEL,IL,100,9850,Blue,Brown,DriveTime,33381,34955,2026-01-10
2007,Chrysler,300,Sedan,Automatic,GRKS5FY09HZX8XZ7J,NC,34,288270,Green,Beige,Penske Automotive,1051,1006,2026-01-03
2024,Kia,Sorento,SUV,Automatic,W24D711ME114N7ZDH,OR,70,18455,Beige,Tan,Lithia Motors,22978,23123,2025-12-08
2022,Toyota,RAV4,SUV,Automatic,0UN8G6A6XHM97HL4G,NM,88,49908,Blue,Black,Shift,21418,21421,2025-12-24
2026,Chevrolet,Tahoe,SUV,Manual,V75W0AN2VCKT43LFY,FL,79,100,Red,Red,DriveTime,59363,63134,2026-01-13
2018,Chrysler,300,Sedan,Automatic,FKK223BGP1TPLMBRK,IN,63,92545,Beige,Red,CarMax,7938,7317,2026-01-22
2026,Lucid,Air,Sedan,Automatic,CH12X7V79JRBBWNM1,NV,77,126,Green,Red,Hendrick Automotive,89517,89524,2026-02-16
2017,Subaru,Forester,SUV,Automatic,MKKPETXKDYGYV0N01,KS,76,98387,Black,Red,Carvana,7286,7452,2025-12-06
2023,Nissan,Altima,Sedan,Automatic,N3PYADY955FMSESKH,FL,77,31589,Red,White,Crankyanky Auto,19327,18236,2026-03-01
2019,Dodge,Charger,Sedan,Automatic,RDF47Y1VK23UDZND0,MO,70,81692,Gold,Brown,Vroom,9990,9859,2026-02-12
2016,Ford,Maverick,Truck,Automatic,GJ5J307DBK7U5MZVA,NY,38,108369,Black,White,Vroom,2478,2669,2026-03-02
2002,Toyota,Sequoia,SUV,Automatic,E6BHTUM4ABH2KEKSF,MO,30,334989,Brown,White,Avis Corporation,1702,1713,2025-12-03
2024,BMW,5 Series,Sedan,Manual,BRZ44X12X1W2YK8SK,NV,80,24911,Red,Black,Hendrick Automotive,46666,48381,2026-01-24
2017,Mercedes-Benz,E-Class,Sedan,Automatic,3YB5RMZ44J10WN2X0,MN,59,162161,Brown,Tan,AutoNation,8292,8274,2025-12-02
